canonical_id,publisher,product_family,edition,version,metric_type,aliases,classification
IBM-DB2CONNECT-APPSRV-12,IBM,Db2 Connect,Application Server Edition,12.1,PVU,DB2 Connect Application Server Edition 12.1,Commercial
IBM-DB2CONNECT-111,IBM,Db2 Connect,,11.1,PVU or Authorized User Single Install,DB2 Connect 11.1,Commercial
IBM-DB2-AWSE,IBM,Db2,Advanced Workgroup Server Edition,,PVU (sub-capacity requires ILMT),Db2 AWSE|IBM Db2 Advanced Workgroup Server Edition,Commercial
IBM-WAS-BASE,IBM,WebSphere Application Server,Base,,PVU (sub-capacity requires ILMT),WebSphere Application Server Base|WAS Base|IBM WebSphere Application Server,Commercial
IBM-WAS-ND,IBM,WebSphere Application Server,Network Deployment,,PVU (sub-capacity requires ILMT),WebSphere ND|WAS ND|IBM WebSphere Application Server Network Deployment,Commercial
IBM-WAS-LIBERTY,IBM,WebSphere Application Server,Liberty,,PVU or VPC,WebSphere Liberty|WAS Liberty|Open Liberty,Commercial
IBM-WAS-EXPRESS,IBM,WebSphere Application Server,Express,,PVU,WebSphere Application Server Express|WAS Express,Commercial
IBM-MQ,IBM,MQ,,,PVU or VPC,IBM MQ|WebSphere MQ|MQSeries,Commercial
IBM-MQ-ADV,IBM,MQ,Advanced,,PVU or VPC,IBM MQ Advanced|MQ Advanced,Commercial
IBM-INFORMIX,IBM,Informix,,,PVU or Authorized User Single Install,IBM Informix|Informix Dynamic Server|Informix,Commercial
IBM-SPSS-STATS,IBM,SPSS Statistics,,,Authorized User or Concurrent User,IBM SPSS Statistics|SPSS Statistics|SPSS,Commercial
IBM-SPSS-MODELER,IBM,SPSS Modeler,,,Authorized User or Concurrent User,IBM SPSS Modeler|SPSS Modeler,Commercial
IBM-COGNOS,IBM,Cognos Analytics,,,"Authorized User, Concurrent User, or PVU",IBM Cognos Analytics|Cognos Analytics|Cognos,Commercial
IBM-MAXIMO,IBM,Maximo,,,"Authorized User, Concurrent User, or App Points",IBM Maximo|Maximo Asset Management|Maximo,Commercial
IBM-BIGFIX,IBM,BigFix,,,Per Client Device or Managed Virtual Server,IBM BigFix|BigFix Inventory|BigFix Platform,Commercial
IBM-ILMT,IBM,License Metric Tool,,,No charge (required for IBM sub-capacity PVU licensing),IBM License Metric Tool|ILMT,Commercial
IBM-TIVOLI-MON,IBM,Tivoli Monitoring,,,PVU or Resource Value Unit (RVU),IBM Tivoli Monitoring|Tivoli Monitoring|ITM,Commercial
IBM-TIVOLI-STORAGE,IBM,Storage Protect (Tivoli Storage Manager),,,"PVU, Terabyte, or Front-End capacity",IBM Storage Protect|Tivoli Storage Manager|TSM|IBM Spectrum Protect|Storage Protect for Non-Production|Spectrum Protect for Non-Production,Commercial
IBM-DATASTAGE,IBM,DataStage,,,PVU or Virtual Processor Core,IBM DataStage|InfoSphere DataStage|DataStage,Commercial
IBM-API-CONNECT,IBM,API Connect,,,Virtual Processor Core (VPC),IBM API Connect|API Connect,Commercial
IBM-DATAPOWER,IBM,DataPower Gateway,,,PVU or Appliance,IBM DataPower|DataPower Gateway|DataPower,Commercial
IBM-CONTROL-DESK,IBM,Control Desk,,,Authorized User or Concurrent User,IBM Control Desk|Control Desk,Commercial
IBM-RATIONAL-CC,IBM,Rational ClearCase,,,Authorized User or Floating User,IBM Rational ClearCase|Rational ClearCase|ClearCase,Commercial
IBM-RATIONAL-DOORS,IBM,Rational DOORS,,,Authorized User or Floating User,IBM Rational DOORS|Rational DOORS|DOORS,Commercial
IBM-PLANNING-ANALYTICS,IBM,Planning Analytics,,,Authorized User or PVU,IBM Planning Analytics|Planning Analytics|TM1,Commercial
IBM-WATSONX,IBM,watsonx,,,Resource Unit or Subscription,IBM watsonx|watsonx.ai|watsonx,Commercial
IBM-AIX,IBM,AIX,,,Per Processor Core (by machine tier),IBM AIX|AIX Operating System|AIX,Commercial
IBM-ZOS,IBM,z/OS,,,MSU (Millions of Service Units) / MLC or OTC,IBM z/OS|z/OS,Commercial
IBM-TRIRIGA-FACILITIES,IBM,TRIRIGA Facilities Manager,,,Commercial - confirm license metric,TRIRIGA Facilities Manager,Commercial
IBM-TRIRIGA-OFFLINE-FORMS,IBM,TRIRIGA Connector for Offline Forms,,,Commercial - confirm license metric,TRIRIGA Connector for Offline Forms,Commercial
IBM-TRIRIGA-BIZ-APPS,IBM,TRIRIGA Connector for Business Applications,,,Commercial - confirm license metric,TRIRIGA Connector for Business Applications,Commercial
IBM-TRIRIGA-CAPITAL,IBM,TRIRIGA Capital Projects Manager,,,Commercial - confirm license metric,TRIRIGA Capital Projects Manager,Commercial
IBM-TRIRIGA-APP-BUILDER,IBM,TRIRIGA Application Builder,,,Commercial - confirm license metric,TRIRIGA Application Builder,Commercial
IBM-TRIRIGA-CAD,IBM,TRIRIGA CAD Integrator/Publisher,,,Commercial - confirm license metric,TRIRIGA CAD Integrator/Publisher,Commercial
IBM-TRIRIGA-RESERVATION,IBM,TRIRIGA Workplace Reservation Manager,,,Commercial - confirm license metric,TRIRIGA Workplace Reservation Manager,Commercial
IBM-TRIRIGA-PERF-REALESTATE,IBM,TRIRIGA Workplace Performance Management Real Estate,,,Commercial - confirm license metric,TRIRIGA Workplace Performance Management Real Estate,Commercial
IBM-TRIRIGA-PERF-PROJECTS,IBM,TRIRIGA Workplace Performance Management Projects,,,Commercial - confirm license metric,TRIRIGA Workplace Performance Management Projects,Commercial
IBM-TRIRIGA-PERF-OPS,IBM,TRIRIGA Workplace Performance Management Operations,,,Commercial - confirm license metric,TRIRIGA Workplace Performance Management Operations,Commercial
IBM-ECM-SYSMON,IBM,Enterprise Content Management System Monitor,,,Commercial - confirm license metric,Enterprise Content Management System Monitor,Commercial
IBM-MQ-AMS,IBM,MQ Advanced Message Security (IBM AMS),,,PVU or VPC,MQ Advanced Message Security (IBM AMS)|MQ Advanced Message Security,Commercial
IBM-MQ-HA-REPLICA,IBM,MQ High Availability Replica,,,PVU or VPC,MQ High Availability Replica,Commercial
IBM-MQ-MFT-SERVICE,IBM,MQ Managed File Transfer Service,,,PVU or VPC,MQ Managed File Transfer Service,Commercial
IBM-MQ-CLIENT,IBM,MQ Client,,,Not separately licensable (bundled client component),MQ Client,Component
IBM-WMQ-JAVA,IBM,WebSphere MQ Java,,,Not separately licensable (bundled component),WebSphere MQ Java,Component
IBM-WMQ-MFT-TOOLS,IBM,WebSphere MQ Managed File Transfer Tools,,,Not separately licensable (bundled component),WebSphere MQ Managed File Transfer Tools,Component
IBM-WMQ-MFT-LOGGER,IBM,WebSphere MQ Managed File Transfer Logger,,,Not separately licensable (bundled component),WebSphere MQ Managed File Transfer Logger,Component
IBM-WMQ-MFT-BASE,IBM,WebSphere MQ Managed File Transfer Base,,,Not separately licensable (bundled component),WebSphere MQ Managed File Transfer Base,Component
IBM-OPENPAGES-MODERNIZATION,IBM,OpenPages Modernization,,,Commercial - confirm license metric,OpenPages Modernization,Commercial
IBM-OPENPAGES-RISK-GOV,IBM,OpenPages Model Risk Governance,,,Commercial - confirm license metric,OpenPages Model Risk Governance,Commercial
IBM-OPENPAGES-BCM,IBM,OpenPages Business Continuity Management,,,Commercial - confirm license metric,OpenPages Business Continuity Management,Commercial
IBM-OPENPAGES-OPRISK,IBM,OpenPages Operational Risk Management,,,Commercial - confirm license metric,OpenPages Operational Risk Management,Commercial
IBM-OPENPAGES-ITGOV,IBM,OpenPages IT Governance,,,Commercial - confirm license metric,OpenPages IT Governance,Commercial
IBM-OPENPAGES-3PRISK,IBM,OpenPages Third Party Risk Management,,,Commercial - confirm license metric,OpenPages Third Party Risk Management,Commercial
IBM-OPENPAGES-ESG,IBM,OpenPages Risk Management for ESG,,,Commercial - confirm license metric,OpenPages Risk Management for ESG,Commercial
IBM-OPENPAGES-LOSSEVENT,IBM,OpenPages Loss Event Entry,,,Not separately licensable (bundled component per Flexera classification),OpenPages Loss Event Entry,Component
IBM-TXSERIES,IBM,TXSeries for Multiplatforms,,,Commercial - confirm license metric,TXSeries for Multiplatforms,Commercial
IBM-STORAGE-CEPH,IBM,Storage Ceph,,,Commercial - confirm license metric,Storage Ceph|IBM Storage Ceph,Commercial
IBM-STREAMSETS,IBM,StreamSets Cartridge,,,Commercial - confirm license metric,StreamSets Cartridge,Commercial
IBM-QRADAR-VULN-MGR,IBM,Security QRadar Vulnerability Manager,,,Commercial - confirm license metric,Security QRadar Vulnerability Manager Virtual Standalone 60XX|QRadar Vulnerability Manager,Commercial
IBM-AIX-OS-IMAGE,IBM,OS Image for AIX Systems,,,Commercial - confirm license metric,OS Image for AIX Systems,Commercial
IBM-IDOCTOR,IBM,iDoctor for IBM i,,,Commercial - confirm license metric,iDoctor for IBM i,Commercial
IBM-ODM,IBM,Operational Decision Manager,,,PVU or VPC,Operational Decision Manager|Operational Decision Manager Server Express,Commercial
IBM-HOST-ACCESS-TOOLKIT,IBM,Host Access Toolkit,,,Not separately licensable (bundled dev toolkit per Flexera classification),Host Access Toolkit,Component
IBM-COGNOS-ADMIN-CARTRIDGE,IBM,Cognos Analytics Administrator Cartridge,,,Commercial - confirm license metric,Cognos Analytics Administrator Cartridge,Commercial
IBM-DATA-REPLICATION,IBM,Data Replication,,,Commercial - confirm license metric,Data Replication for Non-Production|Data Replication,Commercial
IBM-DATAPOWER-X3,IBM,DataPower Gateway X3,,,PVU or Appliance,DataPower Gateway X3 for Non-Production|DataPower Gateway X3,Commercial
IBM-DATAPOWER-X3-AOM,IBM,DataPower Gateway X3 Application Optimization Module,,,Not separately licensable (bundled module),DataPower Gateway X3 Application Optimization Module for Non-Production|DataPower Gateway X3 Application Optimization Module,Component
IBM-DATAPOWER-X4,IBM,DataPower Gateway X4,,,PVU or Appliance,DataPower Gateway X4 for Non-Production|DataPower Gateway X4,Commercial
IBM-DATAPOWER-X2,IBM,DataPower Gateway X2,,,PVU or Appliance,DataPower Gateway X2 for Non-Production|DataPower Gateway X2,Commercial
IBM-DATAPOWER-X2-AOM,IBM,DataPower Gateway X2 Application Optimization Module,,,Not separately licensable (bundled module),DataPower Gateway X2 Application Optimization Module for Non-Production|DataPower Gateway X2 Application Optimization Module for non-production,Component
IBM-ILOG-DOJO,IBM,ILOG Dojo Diagrammer,,,Commercial - confirm license metric,ILOG Dojo Diagrammer Non-Production|ILOG DOJO DIAGRAMMER Non-Production|ILOG Dojo Diagrammer,Commercial
IBM-CM-ONDEMAND-PDF,IBM,Content Manager OnDemand PDF Indexer,,,Commercial - confirm license metric,Content Manager OnDemand PDF Indexer for Non-Production|Content Manager OnDemand PDF Indexer,Commercial
IBM-STORAGE-PROTECT-API,IBM,Storage Protect Client Application Programming Interface,,,Not separately licensable (bundled API component),Storage Protect Client Application Programming Interface,Component
IBM-QUANTUM-SAFE,IBM,Quantum Safe Explorer,,,Commercial - confirm license metric,Quantum Safe Explorer,Commercial
IBM-MAXIMO-APP-SUITE,IBM,Maximo Application Suite,,,"Authorized User, Concurrent User, or App Points",Maximo Application Suite,Commercial
IBM-SEMERU-RUNTIME,IBM,Semeru Runtime Open Edition,,,Free (IBM's OpenJDK distribution - no license required),Semeru Runtime Open Edition|IBM Semeru Runtime,Freeware
IBM-DEPENDENCY-BUILD,IBM,Dependency Based Build,,,Commercial - confirm license metric,Dependency Based Build,Commercial
IBM-PERSONAL-COMMS,IBM,Personal Communications,,,Per User or Per Device (terminal emulation),Personal Communications|IBM Personal Communications|PCOMM,Commercial
IBM-PROGRAM-LAUNCHER,IBM,Program Launcher,,,Not separately licensable (bundled launcher component),IBM Program Launcher|Program Launcher,Component
IBM-DEV-KIT-JAVA,IBM,"Developer Kit for Windows, Java",,,Bundled Java runtime - verify if standalone or embedded in another product,"IBM Developer Kit for Windows,Java|IBM Developer Kit for Windows, Java|IBM Developer Kit for Java",Component
VMWARE-VCF,VMware (Broadcom),Cloud Foundation (VCF),,,Per Core Subscription (16-core minimum per CPU; subscription only since 2024) - full stack bundle incl. vSAN/NSX,VMware Cloud Foundation|VCF|VMware VCF|Cloud Foundation,Commercial
VMWARE-VVF,VMware (Broadcom),vSphere Foundation (VVF),,,Per Core Subscription (16-core minimum per CPU; subscription only since 2024) - being phased out per Broadcom roadmap,vSphere Foundation|VVF|VMware vSphere Foundation,Commercial
VMWARE-VSPHERE-STD,VMware (Broadcom),vSphere,Standard,,Per Core Subscription (16-core minimum per CPU; subscription only since 2024),vSphere Standard|VMware vSphere Standard|VSPHERESTD,Commercial
VMWARE-VSPHERE-ENTPLUS,VMware (Broadcom),vSphere,Enterprise Plus,,Per Core Subscription (16-core minimum per CPU; subscription only since 2024),vSphere Enterprise Plus|VMware vSphere Enterprise Plus|VSEP,Commercial
VMWARE-VSPHERE-ESSPLUS,VMware (Broadcom),vSphere,Essentials Plus,,Legacy perpetual (discontinued; migrate to VVF/VCF),vSphere Essentials Plus|VMware vSphere Essentials Plus|VVEP,Commercial
VMWARE-VSAN,VMware (Broadcom),vSAN,,,Per TiB Capacity Subscription (0.25 TiB/core included with VCF),VMware vSAN|vSAN|Virtual SAN,Commercial
VMWARE-NSX,VMware (Broadcom),NSX,,,Per Core Subscription (bundled in VCF),VMware NSX|NSX-T|NSX Data Center,Component
VMWARE-ESXI,VMware (Broadcom),ESXi Hypervisor,,,Licensed via vSphere / VVF / VCF bundle,VMware ESXi|ESXi|ESX|VMware ESX Server,Commercial
VMWARE-VCENTER,VMware (Broadcom),vCenter Server,,,Licensed via vSphere / VVF / VCF bundle,VMware vCenter Server|vCenter|VCSA|vCenter Server Appliance,Commercial
VMWARE-HORIZON,VMware (Broadcom),Horizon,,,Per Named User or Concurrent User Subscription,VMware Horizon|Horizon View|Horizon Enterprise,Commercial
VMWARE-WORKSTATION,VMware (Broadcom),Workstation Pro,,,Free for personal use since 2024; commercial requires subscription,VMware Workstation|VMware Workstation Pro|Workstation Pro,Freeware
VMWARE-FUSION,VMware (Broadcom),Fusion Pro,,,Free for personal use since 2024; commercial requires subscription,VMware Fusion|VMware Fusion Pro|Fusion Pro,Commercial
VMWARE-ARIA,VMware (Broadcom),Aria (vRealize),,,Per Core or Per OSI Subscription,VMware Aria|vRealize|vRealize Operations|Aria Operations|vROps,Commercial
VMWARE-TOOLS,VMware (Broadcom),VMware Tools,,,Not separately licensable (bundled guest agent),VMware Tools,Component
VMWARE-SRM,VMware (Broadcom),Site Recovery Manager,,,Per VM Subscription,VMware Site Recovery Manager|SRM|vCenter Site Recovery Manager,Commercial
RHEL-SERVER-STD,Red Hat,Enterprise Linux Server,Standard,,Per Socket-Pair Subscription (covers up to 2 sockets OR 2 virtual nodes); Standard 8x5 support,Red Hat Enterprise Linux Server Standard|RHEL Server Standard|RHEL Standard,Commercial
RHEL-SERVER-PREM,Red Hat,Enterprise Linux Server,Premium,,Per Socket-Pair Subscription (covers up to 2 sockets OR 2 virtual nodes); Premium 24x7 support,Red Hat Enterprise Linux Server Premium|RHEL Server Premium|RHEL Premium,Commercial
RHEL-SERVER-SELF,Red Hat,Enterprise Linux Server,Self-Support,,Per Socket-Pair Subscription (covers up to 2 sockets OR 2 virtual nodes); no Red Hat support,Red Hat Enterprise Linux Self-Support|RHEL Self Support,Commercial
RHEL-VDC,Red Hat,Enterprise Linux for Virtual Datacenters,,,Per Socket-Pair (UNLIMITED RHEL guests on subscribed host),Red Hat Enterprise Linux for Virtual Datacenters|RHEL Virtual Datacenter|RHEL VDC,Commercial
RHEL-SAP,Red Hat,Enterprise Linux for SAP Solutions,,,Per Socket-Pair Subscription (covers up to 2 sockets OR 2 virtual nodes),Red Hat Enterprise Linux for SAP Solutions|RHEL for SAP|RHEL SAP,Commercial
RHEL-DEV,Red Hat,Enterprise Linux Developer Subscription,,,Free (individual development use only; NOT production),Red Hat Developer Subscription|RHEL Developer,Commercial
RHEL-HA,Red Hat,High Availability Add-On,,,Per Socket-Pair Add-On,Red Hat High Availability|RHEL HA Add-On,Commercial
RHEL-RESILIENT-STORAGE,Red Hat,Resilient Storage Add-On,,,Per Socket-Pair Add-On,Red Hat Resilient Storage|Resilient Storage Add-On,Commercial
RHEL-SMARTMGMT,Red Hat,Smart Management Add-On,,,Per Managed System Add-On,Red Hat Smart Management|Smart Management Add-On,Commercial
RH-SATELLITE,Red Hat,Satellite,,,Per Managed System Subscription,Red Hat Satellite|Satellite Server,Commercial
RH-OPENSHIFT-CORE,Red Hat,OpenShift Container Platform,,,Per Core-Pair Subscription (Standard 8x5 or Premium 24x7),Red Hat OpenShift|OpenShift Container Platform|OCP|OpenShift,Commercial
RH-OPENSHIFT-NODE,Red Hat,OpenShift (Bare-Metal Node),,,Per Physical Node (bare-metal only; no third-party hypervisor),OpenShift Bare Metal Node|OpenShift Virtualization Engine,Commercial
RH-OPENSHIFT-PLATPLUS,Red Hat,OpenShift Platform Plus,,,Per Core-Pair Subscription,OpenShift Platform Plus,Commercial
RH-ANSIBLE,Red Hat,Ansible Automation Platform,,,Per Managed Node Subscription,Red Hat Ansible Automation Platform|Ansible Automation Platform|AAP|Ansible Tower,Commercial
RH-JBOSS-EAP,Red Hat,JBoss Enterprise Application Platform,,,Per Core-Pair or Per Socket-Pair Subscription,JBoss EAP|Red Hat JBoss Enterprise Application Platform,Commercial
RH-JBOSS-FUSE,Red Hat,JBoss Fuse,,,Per Core-Pair Subscription,Red Hat JBoss Fuse|JBoss Fuse,Commercial
RH-CEPH,Red Hat,Ceph Storage,,,Per Terabyte Subscription,Red Hat Ceph Storage|Ceph Storage,Commercial
RH-RHV,Red Hat,Virtualization (RHV),,,Per Socket-Pair Subscription (EOL 2024 - migrate to OpenShift Virtualization),Red Hat Virtualization|RHV|RHEV,Commercial
ADOBE-CC-PHOTOSHOP,Adobe,Photoshop,Single App,,Named User Subscription,Adobe Photoshop|Photoshop CC|Photoshop|Adobe Photoshop 2022|Photoshop 2022|Adobe Photoshop 2023|Photoshop 2023|Adobe Photoshop 2024|Photoshop 2024|Adobe Photoshop 2025|Photoshop 2025|Adobe Photoshop 2026|Photoshop 2026,Commercial
ADOBE-CC-ILLUSTRATOR,Adobe,Illustrator,Single App,,Named User Subscription,Adobe Illustrator|Illustrator CC|Illustrator|Adobe Illustrator 2022|Illustrator 2022|Adobe Illustrator 2023|Illustrator 2023|Adobe Illustrator 2024|Illustrator 2024|Adobe Illustrator 2025|Illustrator 2025|Adobe Illustrator 2026|Illustrator 2026,Commercial
ADOBE-CC-INDESIGN,Adobe,InDesign,Single App,,Named User Subscription,Adobe InDesign|InDesign CC|InDesign|Adobe InDesign 2019|InDesign 2019|Adobe InDesign 2020|InDesign 2020|Adobe InDesign 2021|InDesign 2021|Adobe InDesign 2022|InDesign 2022|Adobe InDesign 2023|InDesign 2023|Adobe InDesign 2024|InDesign 2024,Commercial
ADOBE-CC-PREMIERE-PRO,Adobe,Premiere Pro,Single App,,Named User Subscription,Adobe Premiere Pro|Premiere Pro CC|Premiere Pro|Adobe Premiere Pro 2021|Premiere Pro 2021|Adobe Premiere Pro 2022|Premiere Pro 2022|Adobe Premiere Pro 2023|Premiere Pro 2023|Adobe Premiere Pro 2024|Premiere Pro 2024,Commercial
ADOBE-CC-AFTER-EFFECTS,Adobe,After Effects,Single App,,Named User Subscription,Adobe After Effects|After Effects CC|After Effects,Commercial
ADOBE-CC-LIGHTROOM,Adobe,Lightroom,Single App,,Named User Subscription,Adobe Lightroom|Lightroom CC|Lightroom,Commercial
ADOBE-CC-LIGHTROOM-CLASSIC,Adobe,Lightroom Classic,Single App,,Named User Subscription,Adobe Lightroom Classic|Lightroom Classic CC|Lightroom Classic,Commercial
ADOBE-CC-XD,Adobe,XD,Single App,,Named User Subscription,Adobe XD|XD CC|XD,Commercial
ADOBE-CC-ANIMATE,Adobe,Animate,Single App,,Named User Subscription,Adobe Animate|Animate CC|Animate,Commercial
ADOBE-CC-AUDITION,Adobe,Audition,Single App,,Named User Subscription,Adobe Audition|Audition CC|Audition,Commercial
